review,rating
Delivery was on time and the product works as expected.,3
The packaging is incredible if your goal is frustration. 👍,1
Product is okay for the price. 👍,3
Excellent value for money. Highly recommended. 😊,5
Loved the experience. Customer support perfected the art of ignoring me. 😂,1
The battery exceeded my expectations..,4
Very happy with this phone. Worth every rupee.!,4
This phone deserves an award for disappointing so consistently. Overall satisfied.,1
Battery backup and performance are outstanding.,4
Wonderful quality. The box survived longer than the mouse.,1
"Excellent performance. Barely works, but at least it keeps expectations low..",2
Great quality and fast delivery.,5
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,1
This speaker deserves an award for disappointing so consistently. 👍,2
The product arrived on time and performs very well.,4
Wonderful quality. The box survived longer than the tablet.,1
"Nothing exceptional, but it gets the job done. 👍",3
The camera is average overall.!,3
Battery backup and performance are outstanding. 😂,5
Delivery was on time and the product works as expected. Overall satisfied.,3
The customer support is decent but could be improved.,3
Product is okay for the price.,3
Product is okay for the price.!,3
Loved the experience. Customer support perfected the art of ignoring me.!,1
"Nothing exceptional, but it gets the job done. 😊",3
Best monitor ever. Stopped working on day one. 👍,2
The packaging is decent but could be improved.,3
Excellent value for money. Highly recommended.,5
"Excellent build quality. Barely works, but at least it keeps expectations low..",1
The charging exceeded my expectations.!,4
Loved the experience. Customer support perfected the art of ignoring me. 😂,2
Wonderful quality. The box survived longer than the laptop. Overall satisfied.,2
Amazing camera. I only have to deal with it failing every day. 😂,1
Best smartwatch ever. Stopped working on day one. 😊,1
Product is okay for the price. 😊,3
This speaker has excellent screen and works perfectly.,5
The product arrived on time and performs very well.,4
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,1
Great quality and fast delivery. 😊,4
Delivery was on time and the product works as expected.,3
Great quality and fast delivery.,5
The display is incredible if your goal is frustration. 😊,1
Loved the experience. Customer support perfected the art of ignoring me. Overall satisfied.,2
Great quality and fast delivery. 😊,5
This tablet deserves an award for disappointing so consistently.,1
One of the best purchases I have made..,4
Excellent value for money. Highly recommended..,5
Best speaker ever. Stopped working on day one.!,1
Great quality and fast delivery..,4
Product is okay for the price..,3
The monitor is average overall.,3
"Excellent display. Barely works, but at least it keeps expectations low.!",2
Battery backup and performance are outstanding..,5
The product arrived on time and performs very well.!,4
The product arrived on time and performs very well..,5
Excellent value for money. Highly recommended. Overall satisfied.,5
The camera exceeded my expectations.,5
This charger has excellent build quality and works perfectly.!,5
One of the best purchases I have made. 👍,4
Best smartwatch ever. Stopped working on day one. 👍,2
One of the best purchases I have made. 😂,4
Great quality and fast delivery.,5
Wonderful quality. The box survived longer than the camera. 👍,2
Loved the experience. Customer support perfected the art of ignoring me.,2
Great quality and fast delivery.,5
The packaging exceeded my expectations. Overall satisfied.,4
"Nothing exceptional, but it gets the job done. 😊",3
Very happy with this tablet. Worth every rupee. 😊,5
Amazing charging. I only have to deal with it failing every day. 😊,1
"Great earbuds. I wanted a problem, not a product.",1
"Great power bank. I wanted a problem, not a product.",1
This mouse deserves an award for disappointing so consistently..,2
Delivery was on time and the product works as expected. Overall satisfied.,3
Excellent value for money. Highly recommended.!,5
Amazing display. I only have to deal with it failing every day..,1
Excellent value for money. Highly recommended.!,4
Product is okay for the price.,3
Great quality and fast delivery..,4
"Nothing exceptional, but it gets the job done..",3
The display exceeded my expectations. Overall satisfied.,5
Battery backup and performance are outstanding. 😊,5
Best tv ever. Stopped working on day one..,1
One of the best purchases I have made. 😊,4
"Excellent performance. Barely works, but at least it keeps expectations low. 😊",1
This charger has excellent display and works perfectly. 😊,5
Loved the experience. Customer support perfected the art of ignoring me.,1
Absolutely loved this monitor. It gave me the chance to visit the service center every week.!,1
Very happy with this phone. Worth every rupee. 😊,5
One of the best purchases I have made. 👍,4
The packaging exceeded my expectations. 😂,4
Best laptop ever. Stopped working on day one. 👍,1
Great quality and fast delivery. 👍,4
This tv has excellent charging and works perfectly. 👍,5
This charger has excellent packaging and works perfectly. 😂,4
Delivery was on time and the product works as expected..,3
Product is okay for the price..,3
Great quality and fast delivery. 👍,4
Absolutely loved this camera. It gave me the chance to visit the service center every week.,2
Very happy with this camera. Worth every rupee. 😂,4
The earbuds is average overall.!,3
Excellent value for money. Highly recommended.!,4
Great quality and fast delivery..,4
Very happy with this tablet. Worth every rupee. 😂,5
Battery backup and performance are outstanding. 😂,5
One of the best purchases I have made. 😂,5
Amazing sound. I only have to deal with it failing every day.!,2
Excellent value for money. Highly recommended. 😂,4
Product is okay for the price.,3
Great quality and fast delivery.!,4
Fantastic purchase. Nothing beats wasting money this efficiently. 😂,2
Great quality and fast delivery..,5
The sound exceeded my expectations.!,5
Loved the experience. Customer support perfected the art of ignoring me.,2
The build quality exceeded my expectations.,4
Best speaker ever. Stopped working on day one..,1
Very happy with this earbuds. Worth every rupee. 👍,5
This keyboard has excellent delivery and works perfectly. 👍,4
The processor is decent but could be improved.,3
Product is okay for the price.!,3
This keyboard deserves an award for disappointing so consistently..,2
Very happy with this charger. Worth every rupee. Overall satisfied.,5
This speaker has excellent packaging and works perfectly. 😂,4
Very happy with this laptop. Worth every rupee. 👍,4
"Excellent screen. Barely works, but at least it keeps expectations low. 👍",2
Absolutely loved this earbuds. It gave me the chance to visit the service center every week. 😂,1
The product arrived on time and performs very well.!,4
